"Family.Name","Authority","scientificName","Decimal.Latitude","Decimal.Longitude","Year","elevation","startDayOfYear","institutionCode"
"261","Saxifragaceae","L.","Saxifraga bronchialis ssp. austromontana",37.53695,-107.07669,2003,3597,181,"ASC"
"262","Saxifragaceae","Engelm. ex A. Gray","Saxifraga debilis",37.6414,-107.35531,2003,3262,188,"ASC"
"263","Saxifragaceae","Willd. ex Sternb.","Saxifraga flagellaris ssp. crandallii",37.55613,-107.03919,2003,3658,180,"ASC"
"264","Saxifragaceae","Piper","Saxifraga odontoloma",37.68991,-107.562,2003,3810,206,"ASC"
"265","Saxifragaceae","Greene","Saxifraga rhomboidea",37.56592,-106.99875,2003,3506,179,"ASC"
"266","Saxifragaceae","L.","Saxifraga rivularis",37.69297,-107.58705,2003,3780,206,"ASC"
"267","Asteraceae","Gray","Senecio amplectens",37.70137,-107.53422,2003,3810,204,"ASC"
"268","Asteraceae","Greene","Packera dimorphophylla",37.75705,-107.5817,2003,3719,207,"ASC"
"269","Asteraceae","Greene","Packera dimorphophylla",37.68991,-107.562,2003,3810,206,"ASC"
"270","Asteraceae","Greene","Packera dimorphophylla",37.61007,-107.32931,2003,3231,187,"ASC"
"271","Asteraceae","Greene","Packera dimorphophylla",37.57002,-106.99917,2003,3475,179,"ASC"
"272","Asteraceae","Torr. & A. Gray","Senecio fremontii var. fremontii",37.79321,-107.54825,2003,3810,203,"ASC"
"274","Gentianaceae","L.","Swertia perennis",37.70215,-107.56555,2003,3536,207,"ASC"
"275","Poaceae","(L.) Richter","Trisetum spicatum",37.61007,-107.32931,2003,3231,187,"ASC"
"276","Ranunculaceae","(A. Gray) A. Löve & D. Löve & Kapoor","Trollius laxus ssp. albiflorus",37.76527,-107.62768,2003,3536,190,"ASC"
"277","Ranunculaceae","(A. Gray) A. Löve & D. Löve & Kapoor","Trollius laxus ssp. albiflorus",37.71052,-107.53872,2003,3841,190,"ASC"
"278","Valerianaceae","Pallas ex Link","Valeriana acutiloba",37.49166667,-106.8,2001,3567,199,"ASC"
"279","Liliaceae","Pursh","Zigadenus elegans",37.55255,-107.0509,2003,3658,180,"ASC"
"280","Pyrolaceae","L.","Pyrola minor",37.71602,-107.56307,2003,3292,207,"ASC"
"281","Ranunculaceae","Geyer ex Benth.","Ranunculus alismifolius var. montanus",37.61007,-107.32931,2003,3231,187,"ASC"
"282","Ranunculaceae","Gray","Ranunculus macauleyi",37.64312,-107.42844,2003,3719,188,"ASC"
"283","Ranunculaceae","Gray","Ranunculus macauleyi",37.57002,-106.99917,2003,3475,179,"ASC"
"284","Ranunculaceae","Gray","Ranunculus macauleyi",37.55619,-107.0318,2003,3536,180,"ASC"
"285","Brassicaceae","(Dougl. ex Hook.) Greene","Erysimum capitatum",37.63396,-107.3831,2003,3445,188,"ASC"
"286","Liliaceae","Pursh","Erythronium grandiflorum",37.55405,-107.01724,2003,3384,180,"ASC"
"287","Polygonaceae","(L.) Hill","Oxyria digyna",37.79321,-107.54825,2003,3810,203,"ASC"
"288","Pyrolaceae","(L.) House","Orthilia secunda",37.71602,-107.56307,2003,3292,207,"ASC"
"289","Fabaceae","(Pallas) DC.","Oxytropis deflexa var. deflexa",37.77907,-107.55375,2003,3810,208,"ASC"
"290","Onagraceae","Reichenb.","Epilobium hornemannii",37.75705,-107.5817,2003,3658,208,"ASC"
"291","Onagraceae","Reichenb.","Epilobium hornemannii",37.6414,-107.35531,2003,3262,188,"ASC"
"292","Asteraceae","Nutt.","Cirsium scariosum",37.71602,-107.56307,2003,3292,207,"ASC"
"293","Asteraceae","(Greene) Cockerell ex Daniels","Cirsium scopulorum",37.79321,-107.54825,2003,3810,203,"ASC"
"294","Portulacaceae","(Gray) Parry ex S. Wats.","Claytonia megarhiza",37.70137,-107.53422,2003,3810,204,"ASC"
"295","Portulacaceae","(Gray) Parry ex S. Wats.","Claytonia megarhiza",37.55613,-107.03919,2003,3658,180,"ASC"
"296","Scrophulariaceae","Torr.","Castilleja occidentalis",37.55613,-107.03919,2003,3658,180,"ASC"
"297","Scrophulariaceae","Rydb.","Castilleja rhexiifolia",37.69979,-107.56684,2003,3658,207,"ASC"
"298","Scrophulariaceae","Rydb.","Castilleja rhexiifolia",37.79321,-107.54825,2003,3810,203,"ASC"
"299","Salicaceae","L.","Salix glauca",37.56592,-106.99875,2003,3506,179,"ASC"
"300","Salicaceae","Rydb.","Salix petrophila",37.55759,-107.04563,2003,3689,180,"ASC"
"301","Salicaceae","Rydb.","Salix petrophila",37.57002,-106.99917,2003,3475,179,"ASC"
"302","Scrophulariaceae","L.","Veronica serpyllifolia",37.71602,-107.56307,2003,3292,207,"ASC"
"303","Scrophulariaceae","Roemer & J.A. Schultes","Veronica wormskjoldii",37.61007,-107.32931,2003,3231,187,"ASC"
"304","Ranunculaceae","Engelm. ex A. Gray","Thalictrum fendleri",37.71602,-107.56307,2003,3292,207,"ASC"
"305","Poaceae","(L.) Beauv.","Deschampsia caespitosa",37.67793,-107.52672,2003,3231,189,"ASC"
"306","Fabaceae","Greene","Trifolium attenuatum",37.55255,-107.0509,2003,3658,180,"ASC"
"307","Fabaceae","Torr.","Trifolium nanum",37.55759,-107.04563,2003,3689,180,"ASC"
"308","Fabaceae","Gray","Trifolium parryi",37.75705,-107.5817,2003,3658,208,"ASC"
"309","Rosaceae","Lehm.","Potentilla diversifolia",37.54158,-107.06498,2003,3567,180,"ASC"
"310","Rosaceae","Lehm.","Potentilla diversifolia",37.55613,-107.03919,2003,3658,180,"ASC"
"311","Rosaceae","Ledeb.","Potentilla uniflora",37.55759,-107.04563,2003,3689,180,"ASC"
"312","Caryophyllaceae","(F.N. Williams) Fern. & St. John","Silene acaulis",37.55613,-107.03919,2003,3658,180,"ASC"
"313","Caryophyllaceae","(S.Watson) Hitchc. & Maguire","Silene scouleri ssp. hallii",37.76507,-107.56523,2003,3719,208,"ASC"
"314","Brassicaceae","(Stephan ex Willd.) C.A.Mey.","Smelowskia americana",37.53695,-107.07669,2003,3597,181,"ASC"
"315","Brassicaceae","(Stephan ex Willd.) C.A.Mey.","Smelowskia americana",37.55759,-107.04563,2003,3689,180,"ASC"
"316","Brassicaceae","(Regel & Herder) W.H.Drury & Rollins","Smelowskia americana",37.77907,-107.55375,2003,3810,204,"ASC"
"317","Apocynaceae","L.","Apocynum androsaemifolium",37.73168,-107.57708,2003,3353,207,"ASC"
"318","Brassicaceae","Greene","Arabis demissa var. demissa",37.53695,-107.07669,2003,3597,181,"ASC"
"319","Brassicaceae","(L.) Bernh.","Arabis glabra",37.63396,-107.3831,2003,3445,188,"ASC"
"320","Ericaceae","(L.) Spreng.","Arctostaphylos uva-ursi",37.68991,-107.562,2003,3810,206,"ASC"
"321","Scrophulariaceae","A. Gray","Penstemon harbourii",37.68791,-107.571,2003,3963,206,"ASC"
"322","Scrophulariaceae","A. Gray","Penstemon harbourii",37.70137,-107.53422,2003,3810,204,"ASC"
"323","Scrophulariaceae","A. Gray","Penstemon harbourii",37.53695,-107.07669,2003,3597,181,"ASC"
"324","Scrophulariaceae","A. Gray","Penstemon whippleanus",37.79321,-107.54825,2003,3810,203,"ASC"
"325","Geraniaceae","(Engelm.) W.A. Weber","Geranium caespitosum var. parryi",37.53695,-107.07669,2003,3597,181,"ASC"
"326","Geraniaceae","Fisch. & Trautv.","Geranium richardsonii",37.71602,-107.56307,2003,3292,207,"ASC"
"327","Rosaceae","(Rydb.) C.L. Hitchc.","Geum rossii var. turbinatum",37.75238,-107.62844,2003,3780,190,"ASC"
"328","Polemoniaceae","Nutt. ex A.Gray","Gilia pinnatifida",37.77907,-107.55375,2003,3810,208,"ASC"
"329","Portulacaceae","(A. Gray) B.L. Robins.","Lewisia pygmaea",37.75912,-107.53388,2003,3810,204,"ASC"
"330","Caryophyllaceae","Turcz. ex Kar. & Kir.","Stellaria umbellata",37.75705,-107.5817,2003,3658,208,"ASC"
"331","Fabaceae","L.","Astragalus alpinus",37.73851,-107.57873,2003,3506,207,"ASC"
"332","Polemoniaceae","(Gray) E. Nels.","Phlox condensata",37.55255,-107.0509,2003,3658,180,"ASC"
"333","Ranunculaceae","DC.","Caltha leptosepala",37.57002,-106.99917,2003,3475,179,"ASC"
"334","Poaceae","(Michx.) Beauv.","Calamagrostis canadensis",37.68334,-107.56307,2003,3750,205,"ASC"
"335","Poaceae","R. Br.","Calamagrostis purpurascens",37.68991,-107.562,2003,3810,206,"ASC"
"336","Poaceae","(Timm) Koel.","Calamagrostis stricta ssp. stricta",37.76507,-107.56523,2003,3719,208,"ASC"
"337","Brassicaceae","Vahl ex Hornem.","Draba aurea",37.6716,-107.52278,2003,3231,189,"ASC"
"338","Brassicaceae","Vahl ex Hornem.","Draba aurea",37.53695,-107.07669,2003,3597,181,"ASC"
"339","Brassicaceae","(O.E.Schulz) Rollins","Draba fladnizensis",37.62205,-107.46663,2003,3673,189,"ASC"
"340","Brassicaceae","(O.E.Schulz) Rollins","Draba fladnizensis",37.56592,-106.99875,2003,3506,179,"ASC"
"341","Brassicaceae","C.L. Hitchc.","Draba rectifructa",37.61007,-107.32931,2003,3231,187,"ASC"
"342","Brassicaceae","Greene","Draba spectabilis",37.6716,-107.52278,2003,3231,189,"ASC"
"343","Poaceae","Rydb.","Festuca saximontana var. saximontana",37.73851,-107.57873,2003,3506,207,"ASC"
"344","Poaceae","R. Br.","Poa arctica",37.79321,-107.54825,2003,3810,203,"ASC"
"345","Poaceae","L.","Poa compressa",37.6648,-107.5566,2003,3841,205,"ASC"
"346","Poaceae","(Steud.) Vasey","Poa fendleriana",37.55255,-107.0509,2003,3658,180,"ASC"
"347","Poaceae","Trin.","Poa leptocoma",37.68339,-107.52894,2003,3506,204,"ASC"
"348","Poaceae","Vasey & Scribn. ex Vasey","Poa reflexa",37.75705,-107.5817,2003,3658,208,"ASC"
"349","Poaceae","Vasey & Scribn. ex Vasey","Poa reflexa",37.71602,-107.56307,2003,3292,207,"ASC"
"350","Rosaceae","(Nutt.) Nutt. ex M. Roem.","Amelanchier alnifolia",37.69047,-107.53404,2003,3597,189,"ASC"
"351","Asteraceae","(Pursh) Shinners","Heterotheca villosa",37.77907,-107.55375,2003,3810,208,"ASC"
"352","Saxifragaceae","Bartl.","Heuchera parviflora",37.77907,-107.55375,2003,3810,204,"ASC"
"353","Saxifragaceae","Bartl.","Heuchera parviflora",37.71602,-107.56307,2003,3292,207,"ASC"
"354","Saxifragaceae","Bartl.","Heuchera parviflora",37.64312,-107.42844,2003,3719,188,"ASC"
"355","Saxifragaceae","Bartl.","Heuchera parviflora",37.55255,-107.0509,2003,3658,180,"ASC"
"356","Asteraceae","Hook.","Hieracium triste",37.68339,-107.52894,2003,3506,204,"ASC"
"357","Hippuridaceae","L.","Hippuris vulgaris",37.63396,-107.3831,2003,3445,188,"ASC"
"358","Boraginaceae","(Pursh) DC.","Mertensia lanceolata",37.7141,-107.53455,2003,3887,190,"ASC"
"359","Caryophyllaceae","(Wahlenb.) Hiern.","Minuartia rubella",NA,NA,1998,3718,209,"ASC"
"360","Cyperaceae","Rydb.","Carex ebenea",37.51741,-107.59979,2004,3736,211,"ASC"
"361","Cyperaceae","Bailey","Carex nova",37.53615,-107.5977,2004,3322,211,"ASC"
"362","Cyperaceae","Bailey","Carex nova",37.62106,-107.61968,2004,4236,213,"ASC"
"363","Fabaceae","(Pallas) DC.","Oxytropis deflexa var. deflexa",37.74603,-107.68689,2004,3261,205,"ASC"
"364","Asteraceae","(Rydb.) W.A.Weber & Á.Löve","Packera crocata",37.73949,-107.67515,2004,3230,205,"ASC"
"365","Asteraceae","(Greene) Cockerell ex Daniels","Cirsium scopulorum",37.7156,-107.5502,2004,3550,206,"ASC"
"366","Asteraceae","(Greene) Cronquist","Senecio fremontii var. blitoides",37.7156,-107.5502,2004,3550,206,"ASC"
"367","Cyperaceae","T. Holm","Carex stevenii",37.7156,-107.5502,2004,3550,206,"ASC"
"368","Cyperaceae","(Bailey) F.J. Herm.","Carex scopulorum var. bracteosa",37.7156,-107.5502,2004,3550,206,"ASC"
"369","Rosaceae","Richards.","Potentilla concinna",37.7156,-107.5502,2004,3550,206,"ASC"
"370","Caryophyllaceae","(A. Gray) Maguire","Arenaria lanuginosa ssp. saxosa",37.7156,-107.5502,2004,3550,206,"ASC"
"371","Cyperaceae","Holm","Carex scopulorum",37.71961,-107.55462,2004,3733,206,"ASC"
"372","Cyperaceae","Bailey","Carex bella",37.71551,-107.56231,2004,3291,206,"ASC"
"373","Cyperaceae","Bailey","Carex nova",37.71551,-107.56231,2004,3291,206,"ASC"
"374","Juncaceae","Bong.","Juncus mertensianus",37.71551,-107.56231,2004,3291,206,"ASC"
"375","Poaceae","Vasey","Festuca thurberi",37.71551,-107.56231,2004,3291,206,"ASC"
"376","Asteraceae","A.Gray","Arnica parryi",37.71551,-107.56231,2004,3291,206,"ASC"
"377","Asteraceae","A. Gray","Senecio bigelovii",37.71551,-107.56231,2004,3291,206,"ASC"
"378","Scrophulariaceae","Dougl. ex Hook.","Castilleja miniata",37.71551,-107.56231,2004,3291,206,"ASC"
"379","Rosaceae","Lehm.","Potentilla pulcherrima",37.71551,-107.56231,2004,3291,206,"ASC"
"380","Cyperaceae","Bailey","Carex illota",37.71961,-107.55462,2004,3733,206,"ASC"
"381","Asteraceae","(Greene) Cronquist","Erigeron glacialis",37.71961,-107.55462,2004,3733,206,"ASC"
"382","Juncaceae","E. Mey.","Juncus drummondii",37.71961,-107.55462,2004,3733,206,"ASC"
"383","Brassicaceae","Graham","Draba crassifolia",37.71961,-107.55462,2004,3733,206,"ASC"
"384","Poaceae","L.","Poa alpina",37.71961,-107.55462,2004,3733,206,"ASC"
"385","Polemoniaceae","Hook.","Polemonium pulcherrimum ssp. pulcherrimum",37.71961,-107.55462,2004,3733,206,"ASC"
"386","Juncaceae","(L.) DC.","Luzula spicata",37.71961,-107.55462,2004,3733,206,"ASC"
"387","Poaceae","Vasey & Scribn. ex Vasey","Poa reflexa",37.71961,-107.55462,2004,3733,206,"ASC"
"388","Poaceae","J. Presl","Poa secunda",37.71961,-107.55462,2004,3733,206,"ASC"
"389","Liliaceae","S. Wats.","Allium geyeri",37.71961,-107.55462,2004,3733,206,"ASC"
"390","Juncaceae","(Rydb.) Harrington","Luzula subcapitata",37.71961,-107.55462,2004,3733,206,"ASC"
"391","Caryophyllaceae","Hook.","Silene scouleri",37.71961,-107.55462,2004,3733,206,"ASC"
"392","Juncaceae","Bong.","Juncus mertensianus",37.71961,-107.55462,2004,3733,206,"ASC"
"393","Cyperaceae","L.","Carex canescens",37.71961,-107.55462,2004,3733,206,"ASC"
"394","Cyperaceae","Bailey","Carex illota",37.71961,-107.55462,2004,3733,206,"ASC"
"395","Cyperaceae","Wahlenb.","Carex aquatilis",37.71961,-107.55462,2004,3733,206,"ASC"
"396","Brassicaceae","L.","Thlaspi montanum",37.71961,-107.55462,2004,3733,206,"ASC"
"397","Cyperaceae","Boott","Carex geyeri",37.71961,-107.55462,2004,3733,206,"ASC"
"398","Cyperaceae","T. Holm","Carex scopulorum",37.71961,-107.55462,2004,3733,206,"ASC"
"399","Brassicaceae","A. Gray","Arabis drummondii",37.71961,-107.55462,2004,3733,206,"ASC"
"400","Scrophulariaceae","Rydb.","Castilleja rhexiifolia",37.71961,-107.55462,2004,3733,206,"ASC"
"401","Juncaceae","E. Mey.","Juncus drummondii",37.71961,-107.55462,2004,3733,206,"ASC"
"402","Polemoniaceae","Nutt.","Polemonium viscosum",37.71961,-107.55462,2004,3733,206,"ASC"
"403","Brassicaceae","Vahl ex Hornem.","Draba aurea",37.71961,-107.55462,2004,3733,206,"ASC"
"404","Cyperaceae","Piper","Carex phaeocephala",37.68985,-107.59532,2004,3779,207,"ASC"
"405","Cyperaceae","Kit.","Carex nigricans",37.68985,-107.59532,2004,3779,207,"ASC"
"406","Poaceae","(L.) Beauv.","Deschampsia caespitosa",37.68985,-107.59532,2004,3779,207,"ASC"
"407","Scrophulariaceae","A. Gray","Penstemon harbourii",37.68985,-107.59532,2004,3779,207,"ASC"
"408","Asteraceae","Gray","Senecio soldanella",37.68985,-107.59532,2004,3779,207,"ASC"
"409","Asteraceae","(Greene) C.Jeffrey","Packera porteri",37.68727,-107.60046,2004,4084,207,"ASC"
"410","Campanulaceae","L.","Campanula uniflora",37.68999,-107.59942,2004,4114,207,"ASC"
"411","Brassicaceae","R.A.Price","Draba streptobrachia",37.68999,-107.59942,2004,4114,207,"ASC"
"412","Asteraceae","(Torr. & Gray) A. Nels.","Tonestus pygmaeus",37.68999,-107.59942,2004,4114,207,"ASC"
"413","Cyperaceae","Bailey","Carex nova",37.68999,-107.59942,2004,4114,207,"ASC"
"414","Asteraceae","(Greene) H.D.Harr.","Senecio amplectens",37.68999,-107.59942,2004,4114,207,"ASC"
"415","Poaceae","Willd.","Agrostis scabra",37.69107,-107.59152,2004,3810,207,"ASC"
"416","Liliaceae","Pursh","Zigadenus elegans",37.69637,-107.60212,2004,3627,207,"ASC"
"417","Cyperaceae","Mackenzie","Carex egglestonii",37.69637,-107.60212,2004,3627,207,"ASC"
"418","Cyperaceae","(Vill.) Fiori","Kobresia myosuroides",37.69637,-107.60212,2004,3627,207,"ASC"
"419","Cyperaceae","Suter ex Boott","Carex capitata",37.69637,-107.60212,2004,3627,207,"ASC"
"420","Brassicaceae","Graham","Draba crassifolia",37.69637,-107.60212,2004,3627,207,"ASC"
"421","Rosaceae","Rydb.","Potentilla subjuga",37.69637,-107.60212,2004,3627,207,"ASC"
"422","Rosaceae","Richards.","Potentilla concinna",37.69637,-107.60212,2004,3627,207,"ASC"
"423","Scrophulariaceae","Benth.","Chionophila jamesii",37.69637,-107.60212,2004,3627,207,"ASC"
"425","Cyperaceae","Holm","Carex chalciolepis",37.51741,-107.59979,2004,3736,211,"ASC"
"426","Fabaceae","(Pallas) DC.","Oxytropis deflexa var. deflexa",37.48247,-107.61456,2004,3645,211,"ASC"
"427","Ranunculaceae","Geyer ex Benth.","Ranunculus alismifolius var. montanus",37.53139,-107.5965,2004,3505,211,"ASC"
"428","Ranunculaceae","Schlecht.","Ranunculus eschscholtzii var. eschscholtzii",37.53139,-107.5965,2004,3505,211,"ASC"
"429","Saxifragaceae","Rosend.","Mitella stauropetala var. stenopetala",37.53139,-107.5965,2004,3505,211,"ASC"
"430","Scrophulariaceae","Rydb.","Besseya ritteriana",37.53615,-107.5977,2004,3322,211,"ASC"
"431","Polygonaceae","L.","Rumex acetosella",37.53615,-107.5977,2004,3322,211,"ASC"
"432","Liliaceae","S. Wats.","Allium geyeri",37.53615,-107.5977,2004,3322,211,"ASC"
"433","Cyperaceae","Bailey","Carex nova",37.53615,-107.5977,2004,3322,211,"ASC"
"434","Cyperaceae","Mackenzie","Carex egglestonii",37.53615,-107.5977,2004,3322,211,"ASC"
"435","Cyperaceae","Suter ex Boott","Carex saxatilis",37.54045,-107.59761,2004,3322,211,"ASC"
"436","Cyperaceae","Rydb.","Carex ebenea",37.54045,-107.59761,2004,3322,211,"ASC"
"437","Brassicaceae","A. Gray","Arabis drummondii",37.54045,-107.59761,2004,3322,211,"ASC"
"438","Poaceae","J.A. Schultes ex J.A. & J.H. Schultes","Festuca brachyphylla ssp. brachyphylla",37.55096,-107.59193,2004,3505,211,"ASC"
"439","Cyperaceae","Wahlenb.","Carex aquatilis",37.55275,-107.60069,2004,3657,212,"ASC"
"440","Cyperaceae","Bailey","Carex nova",37.57939,-107.59888,2004,3901,212,"ASC"
"441","Brassicaceae","Greene","Draba graminea",37.57939,-107.59888,2004,3901,212,"ASC"
"442","Poaceae","(Scribn. & J.G. Sm.) A. Löve","Elymus alaskanus ssp. latiglumis (Scribn. & J.G. Sm.) A. Löve",37.61258,-107.60897,2004,3535,212,"ASC"
"443","Onagraceae","(L.) Holub","Chamerion latifolium",37.61258,-107.60897,2004,3535,212,"ASC"
"444","Fabaceae","Torr. & A. Gray","Trifolium dasyphyllum",37.61258,-107.60897,2004,3535,212,"ASC"
"446","Cyperaceae","Holm","Carex chalciolepis",37.62106,-107.61968,2004,4236,213,"ASC"
"447","Cyperaceae","Mackenzie","Carex perglobosa",37.62106,-107.61968,2004,4236,213,"ASC"
"448","Cyperaceae","Clokey","Carex arapahoensis",37.62106,-107.61968,2004,4236,213,"ASC"
"449","Saxifragaceae","L.","Saxifraga caespitosa",37.62106,-107.61968,2004,4236,213,"ASC"
"450","Saxifragaceae","Willd. ex Sternb.","Saxifraga flagellaris ssp. crandallii",37.62526,-107.59263,2004,4206,213,"ASC"
"451","Brassicaceae","Greene","Draba graminea",37.62526,-107.59263,2004,4206,213,"ASC"
"452","Cyperaceae","Wahlenb.","Carex micropoda",37.61969,-107.60037,2004,4084,213,"ASC"
"453","Cyperaceae","Fries","Carex nardina",37.61969,-107.60037,2004,4084,213,"ASC"
"454","Apiaceae","(Wats.) R.D.Dorn & R.L.Hartman","Lomatium graveolens var. alpinum",37.61072,-107.61185,2004,3535,214,"ASC"
"455","Poaceae","L.","Poa compressa",37.61072,-107.61185,2004,3535,214,"ASC"
"456","Poaceae","Vasey","Festuca thurberi",37.61072,-107.61185,2004,3535,214,"ASC"
"457","Brassicaceae","(L.) Bess.","Rorippa palustris",37.61072,-107.61185,2004,3535,214,"ASC"
"458","Hydrophyllaceae","Pursh","Phacelia heterophylla",37.61072,-107.61185,2004,3535,214,"ASC"
"459","Asteraceae","(Gray) W.A. Weber & A. Löve","Packera fendleri",37.61072,-107.61185,2004,3535,214,"ASC"
"460","Asteraceae","(Pursh) Shinners","Heterotheca villosa",37.61072,-107.61185,2004,3535,214,"ASC"
"461","Rosaceae","Lehm.","Potentilla hippiana",37.61072,-107.61185,2004,3535,214,"ASC"
"462","Rosaceae","Richards.","Potentilla concinna",37.61072,-107.61185,2004,3535,214,"ASC"
"463","Rosaceae","Rydb.","Potentilla subjuga",37.61072,-107.61185,2004,3535,214,"ASC"
"464","Cyperaceae","Wahlenb.","Carex aquatilis",37.61072,-107.61185,2004,3535,214,"ASC"
"465","Cyperaceae","L.","Carex capillaris",37.61051,-107.60798,2004,3444,214,"ASC"
"466","Juncaceae","Walter","Juncus triglumis",37.61051,-107.60798,2004,3444,214,"ASC"
"467","Juncaceae","Sm.","Juncus castaneus",37.61051,-107.60798,2004,3444,214,"ASC"
"468","Cyperaceae","Boott","Carex rossii",37.61051,-107.60798,2004,3444,214,"ASC"
"469","Cyperaceae","Nutt.","Carex aurea",37.61051,-107.60798,2004,3444,214,"ASC"
"470","Poaceae","Vasey","Agrostis humilis",37.61051,-107.60798,2004,3444,214,"ASC"
"471","Cyperaceae","Mackenzie","Carex microptera",37.60447,-107.61938,2004,3383,214,"ASC"
"472","Rosaceae","Lehm.","Potentilla pulcherrima",37.59976,-107.63659,2004,3230,214,"ASC"
"473","Juncaceae","A. Nels.","Juncus saximontanus",37.59976,-107.63659,2004,3230,214,"ASC"
"474","Brassicaceae","Gilg & O.E.Schulz","Draba spectabilis",37.59976,-107.63659,2004,3230,214,"ASC"
"475","Onagraceae","Hausskn.","Epilobium saximontanum",37.59976,-107.63659,2004,3230,214,"ASC"
"476","Poaceae","Vasey & Scribn. ex Vasey","Poa reflexa",37.59976,-107.63659,2004,3230,214,"ASC"
"477","Asteraceae","(D.C. Eat.) Smiley","Agoseris glauca var. laciniata",37.59976,-107.63659,2004,3230,214,"ASC"
"478","Dryopteridaceae","(L.) Schott","Dryopteris filix-mas",37.69354,-107.60204,2004,3749,208,"ASC"
"479","Ranunculaceae","(Walt.) Vail","Trautvetteria caroliniensis",37.70638,-107.60694,2004,3291,208,"ASC"
"480","Asteraceae","(Nutt.) Piper","Achillea millefolium var. lanulosa",NA,NA,1994,3383,249,"ASC"
"481","Orchidaceae","(S. Wats.) Schlechter","Platanthera sparsiflora",37.99195,-107.771533,2007,3540,212,"ASC"
"482","Scrophulariaceae","A. Gray","Penstemon whippleanus",37.99195,-107.771533,2007,3540,212,"ASC"
"483","Polygonaceae","L.","Polygonum viviparum",37.99195,-107.771533,2007,3540,212,"ASC"
"484","Liliaceae","S. Wats.","Allium geyeri",37.99195,-107.771533,2007,3540,212,"ASC"
"485","Crassulaceae","Torr.","Sedum lanceolatum",37.99195,-107.771533,2007,3540,212,"ASC"
"486","Scrophulariaceae","A. Gray","Pedicularis parryi",37.937283,-107.5476,2007,3720,211,"ASC"
"487","Fabaceae","Gray","Trifolium parryi",37.937283,-107.5476,2007,3720,211,"ASC"
"488","Salicaceae","Rydb.","Salix petrophila",37.937283,-107.5476,2007,3720,211,"ASC"
"489","Poaceae","L.","Phleum alpinum",37.937283,-107.5476,2007,3720,211,"ASC"
"490","Ranunculaceae","DC.","Caltha leptosepala",37.937283,-107.5476,2007,3720,211,"ASC"
"491","Scrophulariaceae","Retz.","Pedicularis groenlandica",37.937283,-107.5476,2007,3720,211,"ASC"
"492","Violaceae","Schrank","Viola adunca",37.99055,-107.785433,2008,3710,212,"ASC"
