"Family.Name","Authority","scientificName","Decimal.Latitude","Decimal.Longitude","Year","elevation","startDayOfYear","institutionCode"
"28024","Fabaceae","Greene","Trifolium attenuatum",38.0205,-105.1089,1999,3582,196,"RM"
"28025","Rosaceae","L.","Sibbaldia procumbens",38.0205,-105.1089,1999,3582,196,"RM"
"28026","Asteraceae","Rydb.","Antennaria anaphaloides",38.0205,-105.1089,1999,3582,196,"RM"
"28027","Caryophyllaceae","(Gray) S. Ikonnikov","Eremogone fendleri",38.0205,-105.1089,1999,3582,196,"RM"
"28028","Polemoniaceae","(Rydb.) Cronq.","Polemonium pulcherrimum var. delicatum",38.0205,-105.1089,1999,3582,196,"RM"
"28029","Dryopteridaceae","Lellinger","Cystopteris reevesiana",38.0205,-105.1089,1999,3582,196,"RM"
"28030","Salicaceae","Andersson","Salix reticulata var. nana",38.0205,-105.1089,1999,3582,196,"RM"
"28031","Asteraceae","Andrz. ex Bess.","Taraxacum erythrospermum",38.0205,-105.1089,1999,3582,196,"RM"
"28032","Fabaceae","Torr. & A. Gray","Trifolium dasyphyllum",38.0205,-105.1089,1999,3582,196,"RM"
"28033","Boraginaceae","(Nutt.) G. Don",NA,38.0205,-105.1089,1999,3582,196,"RM"
"28034","Asteraceae","Greene","Antennaria rosea",38.0205,-105.1089,1999,3582,196,"RM"
"28035","Saxifragaceae","Greene","Saxifraga rhomboidea",38.0205,-105.1089,1999,3582,196,"RM"
"28036","Rosaceae","Richardson","Potentilla concinna var. concinna",38.0205,-105.1089,1999,3582,196,"RM"
"28037","Poaceae","(Nash ex Rydb.) Boivin","Poa glauca var. rupicola",38.0205,-105.1089,1999,3582,196,"RM"
"28038","Rosaceae","","Potentilla diversifolia",38.0205,-105.1089,1999,3582,196,"RM"
"28039","Salicaceae","(D.Don) Andersson","Salix glauca",38.0205,-105.1089,1999,3582,196,"RM"
"28040","Brassicaceae","Graham","Draba crassifolia",38.0205,-105.1089,1999,3582,196,"RM"
"28041","Caryophyllaceae","","Stellaria longipes var. longipes",38.0205,-105.1089,1999,3582,196,"RM"
"28042","Cyperaceae","Nutt.","Carex filifolia",38.0205,-105.1089,1999,3582,196,"RM"
"28043","Brassicaceae","(A.Nelson) Al-Shehbaz & M.Koch","Noccaea fendleri ssp. glauca",38.0205,-105.1089,1999,3582,196,"RM"
"28044","Caryophyllaceae","(Rydb.) House","Minuartia obtusiloba",38.0205,-105.1089,1999,3582,196,"RM"
"28045","Asteraceae","(Torr. & Gray) A. Nels.","Tonestus pygmaeus",38.0205,-105.1089,1999,3582,196,"RM"
"28046","Saxifragaceae","(Wiegand) Piper ex G.N. Jones","Saxifraga bronchialis var. austromontana",38.0205,-105.1089,1999,3582,196,"RM"
"28047","Asteraceae","L.","Achillea millefolium",38.0205,-105.1089,1999,3582,196,"RM"
"28048","Brassicaceae","Gray","Draba streptocarpa",38.0205,-105.1089,1999,3582,196,"RM"
"28049","Polygonaceae","(L.) Delarbre","Bistorta vivipara",38.0205,-105.1089,1999,3582,196,"RM"
"28050","Orobanchaceae","(Gray) Cockerell","Castilleja haydenii",38.0205,-105.1089,1999,3582,196,"RM"
"28051","Liliaceae","(L.) Salisb. ex Rchb.","Lloydia serotina",38.0205,-105.1089,1999,3582,196,"RM"
"28052","Orobanchaceae","Torr.","Castilleja occidentalis",38.0205,-105.1089,1999,3582,196,"RM"
"28053","Saxifragaceae","Nutt. ex Torr. & A. Gray","Heuchera parvifolia",38.0205,-105.1089,1999,3582,196,"RM"
"28054","Adoxaceae","L.","Adoxa moschatellina",38.0205,-105.1089,1999,3582,196,"RM"
"28055","Plantaginaceae","L.","Plantago major",38.0205,-105.1089,1999,3582,196,"RM"
"28056","Plantaginaceae","Roemer & J.A. Schultes","Veronica wormskjoldii",38.0205,-105.1089,1999,3582,196,"RM"
"28057","Juncaceae","(L.) DC.","Luzula spicata",38.0205,-105.1089,1999,3582,196,"RM"
"28058","Rosaceae","auct. non (L.) Rydb.","Dasiphora fruticosa",38.0205,-105.1089,1999,3582,196,"RM"
"28059","Orobanchaceae","(Greene) Dorn","Pedicularis parryi var. mogollonica",38.0205,-105.1089,1999,3582,196,"RM"
"28060","Caryophyllaceae","(Wahlenb.) Hiern.","Minuartia rubella",38.0205,-105.1089,1999,3582,196,"RM"
"28061","Phrymaceae","","Mimulus tilingii var. tilingii",37.9184,-105.4932,1999,3354,197,"RM"
"28062","Asteraceae","Rydb.","Antennaria microphylla",37.9184,-105.4932,1999,3354,197,"RM"
"28063","Apiaceae","(Coult. & Rose) Coult. & Rose","Angelica grayi",37.9184,-105.4932,1999,3354,197,"RM"
"28064","Apiaceae","Phil.","Osmorhiza depauperata",37.9184,-105.4932,1999,3354,197,"RM"
"28065","Rosaceae","auct. non (L.) Rydb.","Dasiphora fruticosa",37.9184,-105.4932,1999,3354,197,"RM"
"28066","Salicaceae","(D.Don) Andersson","Salix glauca",37.9184,-105.4932,1999,3354,197,"RM"
"28067","Asteraceae","A. Nelson","Tetraneuris acaulis var. caespitosa",37.9184,-105.4932,1999,3354,197,"RM"
"28068","Fabaceae","L.","Astragalus alpinus",37.9184,-105.4932,1999,3354,197,"RM"
"28069","Caryophyllaceae","(A.Gray) Zarucchi, R.L.Hartm. & Rabeler","Arenaria lanuginosa var. saxosa",37.9184,-105.4932,1999,3354,197,"RM"
"28070","Caryophyllaceae","(A.Gray) Zarucchi, R.L.Hartm. & Rabeler","Arenaria lanuginosa var. saxosa",37.9184,-105.4932,1999,3354,197,"RM"
"28071","Brassicaceae","","Cardamine cordifolia",37.9184,-105.4932,1999,3354,197,"RM"
"28072","Melanthiaceae","Pursh","Zigadenus elegans",37.9184,-105.4932,1999,3354,197,"RM"
"28073","Orchidaceae","(L.) R. Br. ex Ait. f.","Listera cordata",37.9184,-105.4932,1999,3354,197,"RM"
"28074","Polemoniaceae","(Rydb.) Cronq.","Polemonium pulcherrimum var. delicatum",37.9184,-105.4932,1999,3354,197,"RM"
"28075","Apiaceae","(A. Gray) Heller","Oxypolis fendleri",37.9184,-105.4932,1999,3354,197,"RM"
"28076","Boraginaceae","","Mertensia ciliata",37.9184,-105.4932,1999,3354,197,"RM"
"28077","Caryophyllaceae","(Rydb.) House","Minuartia obtusiloba",37.9184,-105.4932,1999,3354,197,"RM"
"28078","Cyperaceae","Olney","Carex haydeniana",37.9184,-105.4932,1999,3354,197,"RM"
"28079","Polygonaceae","(Pursh) Small","Bistorta bistortoides",37.9184,-105.4932,1999,3354,197,"RM"
"28080","Caryophyllaceae","(Gray) S. Ikonnikov","Eremogone fendleri",37.9184,-105.4932,1999,3354,197,"RM"
"28081","Ranunculaceae","(A. Gray) Rydb.","Trollius albiflorus",37.9184,-105.4932,1999,3354,197,"RM"
"28082","Asteraceae","(Nutt.) Shinners","Heterotheca foliosa",37.9184,-105.4932,1999,3354,197,"RM"
"28083","Orobanchaceae","","Pedicularis parryi",37.9184,-105.4932,1999,3354,197,"RM"
"28084","Orobanchaceae","Torr.","Castilleja occidentalis",37.9184,-105.4932,1999,3354,197,"RM"
"28085","Fabaceae","Torr. & A. Gray","Trifolium dasyphyllum",37.9184,-105.4932,1999,3354,197,"RM"
"28087","Poaceae","","Phleum alpinum",37.9184,-105.4932,1999,3354,197,"RM"
"28088","Asteraceae","L.","Achillea millefolium",37.9184,-105.4932,1999,3354,197,"RM"
"28089","Plantaginaceae","A. Gray","Penstemon whippleanus",37.9184,-105.4932,1999,3354,197,"RM"
"28090","Ranunculaceae","Pritz.","Anemone patens var. multifida",37.9184,-105.4932,1999,3354,197,"RM"
"28091","Boraginaceae","(Graham) A. Gray","Phacelia sericea ssp. sericea",37.9184,-105.4932,1999,3354,197,"RM"
"28092","Rosaceae","Rydb.","Potentilla subjuga",37.9184,-105.4932,1999,3354,197,"RM"
"28093","Asteraceae","Rydb.","Erigeron vetensis",37.9184,-105.4932,1999,3354,197,"RM"
"28094","Adoxaceae","(Rydb.) Kearney & Peebles","Sambucus racemosa var. microbotrys",37.9184,-105.4932,1999,3354,197,"RM"
"28095","Ranunculaceae","(Huth) Huth","Delphinium barbeyi",37.9184,-105.4932,1999,3354,197,"RM"
"28096","Asteraceae","(Hook.) Greene","Agoseris aurantiaca",37.9184,-105.4932,1999,3354,197,"RM"
"28097","Saxifragaceae","Piper","Saxifraga odontoloma",37.933,-105.4932,1999,3354,197,"RM"
"28098","Polemoniaceae","(Rydb.) Cronq.","Polemonium pulcherrimum var. delicatum",37.933,-105.4932,1999,3354,197,"RM"
"28099","Caryophyllaceae","(A.Gray) Zarucchi, R.L.Hartm. & Rabeler","Arenaria lanuginosa var. saxosa",37.933,-105.4932,1999,3354,197,"RM"
"28100","Asteraceae","Porter","Erigeron coulteri",37.933,-105.4932,1999,3354,197,"RM"
"28101","Asteraceae","Willd. ex Spreng.","Erigeron grandiflorus",37.933,-105.4932,1999,3354,197,"RM"
"28102","Orobanchaceae","Douglas ex Hook.","Castilleja miniata",37.933,-105.4932,1999,3354,197,"RM"
"28103","Saxifragaceae","Nutt. ex Torr. & A. Gray","Heuchera parvifolia",37.933,-105.4932,1999,3354,197,"RM"
"28104","Asteraceae","Willd. ex Spreng.","Hieracium triste",37.933,-105.4932,1999,3354,197,"RM"
"28105","Polemoniaceae","(Wherry) Cronq.","Phlox pulvinata",37.933,-105.4932,1999,3354,197,"RM"
"28106","Polygonaceae","Nutt.","Eriogonum flavum var. flavum",37.933,-105.4932,1999,3354,197,"RM"
"28107","Saxifragaceae","(Wiegand) Piper ex G.N. Jones","Saxifraga bronchialis var. austromontana",37.933,-105.4932,1999,3354,197,"RM"
"28108","Boraginaceae","(Graham) A. Gray","Phacelia sericea ssp. sericea",37.933,-105.4932,1999,3354,197,"RM"
"28110","Apiaceae","Phil.","Osmorhiza depauperata",37.933,-105.4932,1999,3354,197,"RM"
"28111","Orobanchaceae","Torr.","Castilleja occidentalis",37.933,-105.4932,1999,3354,197,"RM"
"28112","Asteraceae","A. Nelson","Tetraneuris acaulis var. caespitosa",37.933,-105.4932,1999,3354,197,"RM"
"28113","Plantaginaceae","A. Gray","Penstemon whippleanus",37.933,-105.4932,1999,3354,197,"RM"
"28114","Caryophyllaceae","(Gray) S. Ikonnikov","Eremogone fendleri",37.933,-105.4932,1999,3354,197,"RM"
"28115","Fabaceae","","Trifolium parryi",37.933,-105.4932,1999,3354,197,"RM"
"28116","Asteraceae","A. Gray","Erigeron flagellaris",37.933,-105.4932,1999,3354,197,"RM"
"28117","Ranunculaceae","(A. Gray) Rydb.","Trollius albiflorus",37.933,-105.4932,1999,3354,197,"RM"
"28118","Asteraceae","(Nutt.) Shinners","Heterotheca foliosa",37.933,-105.4932,1999,3354,197,"RM"
"28119","Fabaceae","L.","Astragalus alpinus",37.933,-105.4932,1999,3354,197,"RM"
"28120","Orobanchaceae","","Pedicularis parryi",37.933,-105.4932,1999,3354,197,"RM"
"28121","Ranunculaceae","E. James","Aquilegia coerulea",37.933,-105.4932,1999,3354,197,"RM"
"28122","Fabaceae","Torr. & A. Gray","Trifolium dasyphyllum",37.933,-105.4932,1999,3354,197,"RM"
"28123","Boraginaceae","Pursh","Phacelia heterophylla",37.933,-105.4932,1999,3354,197,"RM"
"28124","Asteraceae","ssp. borealis","Artemisia campestris ssp. purshii",37.933,-105.4932,1999,3354,197,"RM"
"28126","Asteraceae","(Greene) W.A. Weber & A. Löve","Packera crocata",37.933,-105.4932,1999,3354,197,"RM"
"28127","Polygonaceae","(Pursh) Small","Bistorta bistortoides",37.933,-105.4932,1999,3354,197,"RM"
"28128","Orobanchaceae","Retz.","Pedicularis groenlandica",37.933,-105.4932,1999,3354,197,"RM"
"28129","Asteraceae","(Hook.) Greene","Agoseris aurantiaca",37.933,-105.4932,1999,3354,197,"RM"
"28130","Rosaceae","L.","Fragaria vesca",37.933,-105.4932,1999,3354,197,"RM"
"28131","Boraginaceae","","Mertensia ciliata",37.933,-105.4932,1999,3354,197,"RM"
"28132","Asteraceae","(Hook.) A. Gray","Helianthella quinquenervis",37.933,-105.4932,1999,3354,197,"RM"
"28133","Onagraceae","(Ser.) W.L. Wagner & Hoch","Oenothera suffrutescens",37.933,-105.4932,1999,3354,197,"RM"
"28134","Asteraceae","A.Gray","Arnica parryi",37.933,-105.4932,1999,3354,197,"RM"
"28135","Fabaceae","Pursh","Lupinus argenteus",37.933,-105.4932,1999,3354,197,"RM"
"28136","Asteraceae","Hook.","Arnica cordifolia",37.933,-105.4932,1999,3354,197,"RM"
"28137","Asteraceae","(A. Gray) Bierner","Hymenoxys hoopesii",37.933,-105.4932,1999,3354,197,"RM"
"28138","Asteraceae","Hook.","Senecio triangularis",37.933,-105.4932,1999,3354,197,"RM"
"28139","Geraniaceae","Fisch. & Trautv.","Geranium richardsonii",37.933,-105.4932,1999,3354,197,"RM"
"28140","Apiaceae","(Coult. & Rose) Coult. & Rose","Angelica grayi",37.933,-105.4932,1999,3354,197,"RM"
"28141","Apiaceae","(A. Gray) Heller","Oxypolis fendleri",37.933,-105.4932,1999,3354,197,"RM"
"28142","Caprifoliaceae","","Lonicera involucrata",37.933,-105.4932,1999,3354,197,"RM"
"28143","Caprifoliaceae","","Valeriana edulis",37.933,-105.4932,1999,3354,197,"RM"
"28144","Salicaceae","Nutt.","Salix brachycarpa var. brachycarpa",37.933,-105.4932,1999,3354,197,"RM"
"28145","Caprifoliaceae","","Valeriana acutiloba",37.933,-105.4932,1999,3354,197,"RM"
"28146","Ranunculaceae","(Huth) Huth","Delphinium barbeyi",37.933,-105.4932,1999,3354,197,"RM"
"28147","Melanthiaceae","Dur.","Veratrum californicum",37.933,-105.4932,1999,3354,197,"RM"
"28148","Asteraceae","Greene","Senecio atratus",37.933,-105.4932,1999,3354,197,"RM"
"28150","Poaceae","J. Presl","Poa secunda",37.933,-105.4932,1999,3354,197,"RM"
"28151","Juncaceae","(Ehrh.) Desv.","Luzula parviflora",37.933,-105.4932,1999,3354,197,"RM"
"28152","Poaceae","(Vasey) Á.Löve, D.Löve & Kapoor","Poa abbreviata ssp. pattersonii",37.933,-105.4932,1999,3354,197,"RM"
"28153","Juncaceae","Bong.","Juncus mertensianus",37.933,-105.4932,1999,3354,197,"RM"
"28154","Poaceae","","Phleum alpinum",37.933,-105.4932,1999,3354,197,"RM"
"28155","Violaceae","Sm.","Viola adunca var. adunca",37.933,-105.4932,1999,3354,197,"RM"
"28156","Apiaceae","Gray","Cymopterus alpinus",37.933,-105.4932,1999,3354,197,"RM"
"28157","Alliaceae","","Allium geyeri",37.933,-105.4932,1999,3354,197,"RM"
"28158","Plantaginaceae","Roemer & J.A. Schultes","Veronica wormskjoldii",37.933,-105.4932,1999,3354,197,"RM"
"28159","Phrymaceae","Dc.","Mimulus guttatus",37.933,-105.4932,1999,3354,197,"RM"
"28160","Salicaceae","Barratt ex Hook.","Salix scouleriana",37.933,-105.4932,1999,3354,197,"RM"
"28161","Asteraceae","(A.Gray) D.J.Keil","Cirsium eatonii",37.933,-105.4932,1999,3354,197,"RM"
"28162","Pinaceae","Parry ex Engelm.","Picea engelmannii var. engelmannii",37.933,-105.4932,1999,3354,197,"RM"
"28163","Pinaceae","A. Murr.","Abies bifolia",37.933,-105.4932,1999,3354,197,"RM"
"28164","Pinaceae","Engelm.","Pinus aristata",37.933,-105.4932,1999,3354,197,"RM"
"28165","Brassicaceae","Graham","Draba crassifolia",37.933,-105.4932,1999,3354,197,"RM"
"28166","Asteraceae","(Greene) H.D.Harr.","Senecio amplectens",37.933,-105.5298,1999,3835,197,"RM"
"28167","Boraginaceae","(Pursh) DC.","Mertensia lanceolata",37.933,-105.5298,1999,3835,197,"RM"
"28168","Alliaceae","","Allium geyeri",37.933,-105.5298,1999,3835,197,"RM"
"28169","Primulaceae","Torr.","Primula angustifolia",37.933,-105.5298,1999,3835,197,"RM"
"28170","Caryophyllaceae","(Rydb.) House","Minuartia obtusiloba",37.933,-105.5298,1999,3835,197,"RM"
"28171","Asteraceae","Greene","Antennaria rosea",37.933,-105.5298,1999,3835,197,"RM"
"28172","Orobanchaceae","(Gray) Cockerell","Castilleja haydenii",37.933,-105.5298,1999,3835,197,"RM"
"28173","Brassicaceae","","Erysimum capitatum",37.933,-105.5298,1999,3835,197,"RM"
"28174","Asteraceae","(Ledeb.) DC.","Taraxacum ceratophorum",37.933,-105.5298,1999,3835,197,"RM"
"28175","Orobanchaceae","","Pedicularis parryi",37.933,-105.5298,1999,3835,197,"RM"
"28176","Grossulariaceae","McClatchie","Ribes montigenum",37.933,-105.5298,1999,3835,197,"RM"
"28177","Caryophyllaceae","Cham. & Schlecht.","Cerastium beeringianum",37.933,-105.5298,1999,3835,197,"RM"
"28178","Ranunculaceae","E. James","Aquilegia coerulea",37.933,-105.5298,1999,3835,197,"RM"
"28179","Orobanchaceae","Torr.","Castilleja occidentalis",37.933,-105.5298,1999,3835,197,"RM"
"28180","Polemoniaceae","Nutt.","Polemonium viscosum",37.933,-105.5298,1999,3835,197,"RM"
"28181","Brassicaceae","Vahl ex Hornem.","Draba aurea",37.933,-105.5298,1999,3835,197,"RM"
"28182","Polemoniaceae","Nutt.","Polemonium viscosum",37.933,-105.5298,1999,3835,197,"RM"
"28183","Brassicaceae","(A.Nelson) Al-Shehbaz & M.Koch","Noccaea fendleri ssp. glauca",37.933,-105.5298,1999,3835,197,"RM"
"28184","Rosaceae","(Rydb.) C.L. Hitchc.","Geum rossii var. turbinatum",37.933,-105.5298,1999,3835,197,"RM"
"28185","Orobanchaceae","Retz.","Pedicularis groenlandica",37.933,-105.5298,1999,3835,197,"RM"
"28186","Crassulaceae","","Rhodiola integrifolia",37.933,-105.5298,1999,3835,197,"RM"
"28187","Ericaceae","(Rydb.) Dorn","Vaccinium myrtillus var. oreophilum",37.933,-105.5298,1999,3835,197,"RM"
"28188","Asteraceae","Willd. ex Spreng.","Erigeron grandiflorus",37.933,-105.5298,1999,3835,197,"RM"
"28189","Apiaceae","M.E.Jones","Cymopterus bakeri",37.933,-105.5298,1999,3835,197,"RM"
"28190","Plantaginaceae","(Gray) Rydb.","Besseya alpina",37.933,-105.5298,1999,3835,197,"RM"
"28191","Asteraceae","Porter ex A. Gray","Hymenoxys brandegeei",37.933,-105.5298,1999,3835,197,"RM"
"28192","Saxifragaceae","Nutt. ex Torr. & A. Gray","Heuchera parvifolia",37.933,-105.5298,1999,3835,197,"RM"
"28193","Caryophyllaceae","(L.) Jacq.","Silene acaulis",37.933,-105.5298,1999,3835,197,"RM"
"28194","Rosaceae","L.","Sibbaldia procumbens",37.933,-105.5298,1999,3835,197,"RM"
"28195","Polygonaceae","(Pursh) Small","Bistorta bistortoides",37.933,-105.5298,1999,3835,197,"RM"
"28196","Plantaginaceae","A. Gray","Penstemon hallii",37.933,-105.5298,1999,3835,197,"RM"
"28197","Melanthiaceae","Pursh","Zigadenus elegans",37.933,-105.5298,1999,3835,197,"RM"
"28199","Primulaceae","A. Gray","Primula parryi",37.933,-105.5298,1999,3835,197,"RM"
"28200","Apiaceae","(Coult. & Rose) Coult. & Rose","Angelica grayi",37.933,-105.5298,1999,3835,197,"RM"
"28201","Ranunculaceae","L.","Thalictrum alpinum",37.933,-105.5298,1999,3835,197,"RM"
"28202","Ranunculaceae","Gray","Ranunculus macauleyi",37.933,-105.5298,1999,3835,197,"RM"
"28203","Primulaceae","(Spreng.) Hultén","Androsace chamaejasme ssp. lehmanniana",37.933,-105.5298,1999,3835,197,"RM"
"28204","Caryophyllaceae","","Stellaria longipes var. longipes",37.933,-105.5298,1999,3835,197,"RM"
"28205","Saxifragaceae","Greene","Saxifraga rhomboidea",37.933,-105.5298,1999,3835,197,"RM"
"28207","Violaceae","","Viola biflora",37.933,-105.5298,1999,3835,197,"RM"
"28208","Violaceae","Schrank","Viola adunca",37.933,-105.5298,1999,3835,197,"RM"
"28209","Brassicaceae","Graham","Draba crassifolia",37.933,-105.5298,1999,3835,197,"RM"
"28210","Polygonaceae","(L.) Hill","Oxyria digyna",37.933,-105.5298,1999,3835,197,"RM"
"28211","Plantaginaceae","(Gray) Rydb.","Besseya alpina",37.933,-105.5298,1999,3835,197,"RM"
"28212","Ranunculaceae","DC.","Caltha leptosepala",37.933,-105.5298,1999,3835,197,"RM"
"28213","Liliaceae","(L.) Salisb. ex Rchb.","Lloydia serotina",37.933,-105.5298,1999,3835,197,"RM"
"28214","Caryophyllaceae","(Rydb.) House","Minuartia obtusiloba",37.933,-105.5298,1999,3835,197,"RM"
"28215","Polemoniaceae","(Gray) E. Nels.","Phlox condensata",37.933,-105.5298,1999,3835,197,"RM"
"28216","Amaranthaceae","Rydb.","Chenopodium pratericola",37.933,-105.5298,1999,3835,197,"RM"
"28217","Asteraceae","(Torr. & A.Gray) K.L.Parker","Hymenoxys grandiflora",37.933,-105.5298,1999,3835,197,"RM"
"28218","Primulaceae","Torr.","Primula angustifolia",37.933,-105.5298,1999,3835,197,"RM"
"28219","Cyperaceae","Holm","Carex elynoides",37.933,-105.5298,1999,3835,197,"RM"
"28220","Apiaceae","Gray","Cymopterus alpinus",37.933,-105.5298,1999,3835,197,"RM"
"28221","Primulaceae","L.","Androsace septentrionalis",37.933,-105.5298,1999,3835,197,"RM"
"28222","Poaceae","","Phleum alpinum",37.933,-105.5298,1999,3835,197,"RM"
"28223","Poaceae","(L.) P. Beauv.","Deschampsia cespitosa",37.933,-105.5298,1999,3835,197,"RM"
"28224","Juncaceae","(L.) DC.","Luzula spicata",37.933,-105.5298,1999,3835,197,"RM"
"28225","Cyperaceae","","Carex nova",37.933,-105.5298,1999,3835,197,"RM"
"28226","Salicaceae","(D.Don) Andersson","Salix glauca",37.933,-105.5298,1999,3835,197,"RM"
"28227","Salicaceae","Pursh","Salix planifolia",37.933,-105.5298,1999,3835,197,"RM"
"28228","Cyperaceae","Bailey","Carex bella",37.933,-105.5298,1999,3835,197,"RM"
"28229","Asteraceae","(A.Gray) D.J.Keil","Cirsium eatonii",37.933,-105.5298,1999,3835,197,"RM"
"28230","Alliaceae","Roth","Allium cernuum",38.3484,-106.1668,1999,3354,199,"RM"
"28231","Asteraceae","(Besser) Jeps.","Artemisia norvegica var. saxatilis",38.3484,-106.1668,1999,3354,199,"RM"
"28232","Brassicaceae","Vahl ex Hornem.","Draba aurea",38.3484,-106.1668,1999,3354,199,"RM"
"28233","Plantaginaceae","A. Gray","Penstemon whippleanus",38.3484,-106.1668,1999,3354,199,"RM"
"28234","Apiaceae","Gray","Cymopterus alpinus",38.3484,-106.1668,1999,3354,199,"RM"
"28235","Boraginaceae","Douglas ex Lehm.","Phacelia hastata var. hastata",38.3484,-106.1668,1999,3354,199,"RM"
"28236","Saxifragaceae","Nutt. ex Torr. & A. Gray","Heuchera parvifolia",38.3484,-106.1668,1999,3354,199,"RM"
"28237","Asteraceae","Greene","Senecio atratus",38.3484,-106.1668,1999,3354,199,"RM"
"28238","Brassicaceae","","Erysimum capitatum",38.3484,-106.1668,1999,3354,199,"RM"
"28239","Poaceae","Vasey","Festuca thurberi",38.3484,-106.1668,1999,3354,199,"RM"
"28240","Asteraceae","Greene","Senecio wootonii",38.3484,-106.1668,1999,3354,199,"RM"
"28241","Poaceae","L.","Poa pratensis",38.3484,-106.1668,1999,3354,199,"RM"
"28242","Pinaceae","Parry ex Engelm.","Picea engelmannii var. engelmannii",38.3484,-106.1668,1999,3354,199,"RM"
"28243","Pinaceae","James","Pinus flexilis",38.3484,-106.1668,1999,3354,199,"RM"
"28244","Dryopteridaceae","Lellinger","Cystopteris reevesiana",38.3484,-106.1483,1999,3506,199,"RM"
"28245","Caryophyllaceae","(L.) Jacq.","Silene acaulis",38.3484,-106.1483,1999,3506,199,"RM"
"28246","Brassicaceae","","Erysimum capitatum",38.3484,-106.1483,1999,3506,199,"RM"
"28247","Caryophyllaceae","(Wahlenb.) Hiern.","Minuartia rubella",38.3484,-106.1483,1999,3506,199,"RM"
"28248","Caryophyllaceae","(Rydb.) House","Minuartia obtusiloba",38.3484,-106.1483,1999,3506,199,"RM"
"28249","Asteraceae","(Greene) H.D.Harr.","Senecio amplectens",38.3484,-106.1483,1999,3506,199,"RM"
"28250","Asteraceae","(Torr. & Gray) A. Nels.","Tonestus pygmaeus",38.3484,-106.1483,1999,3506,199,"RM"
"28251","Poaceae","(St.-Yves) Frederiksen & Pavlick","Festuca saximontana var. purpusiana",38.3484,-106.1483,1999,3506,199,"RM"
"28252","Brassicaceae","Rydb.","Draba cana",38.3484,-106.1483,1999,3506,199,"RM"
"28253","Caryophyllaceae","","Stellaria longipes var. longipes",38.3484,-106.1483,1999,3506,199,"RM"
"28254","Portulacaceae","(Gray) Parry ex S. Wats.","Claytonia megarhiza",38.3484,-106.1483,1999,3506,199,"RM"
"28255","Ranunculaceae","E. James","Aquilegia coerulea",38.3484,-106.1483,1999,3506,199,"RM"
"28256","Brassicaceae","(A.Nelson) Al-Shehbaz & M.Koch","Noccaea fendleri ssp. glauca",38.3484,-106.1483,1999,3506,199,"RM"
"28257","Rosaceae","auct. non (L.) Rydb.","Dasiphora fruticosa",38.3484,-106.1483,1999,3506,199,"RM"
"28258","Asteraceae","(Besser) Jeps.","Artemisia norvegica var. saxatilis",38.3484,-106.1483,1999,3506,199,"RM"
"28259","Polemoniaceae","Nutt.","Polemonium viscosum",38.3484,-106.1483,1999,3506,199,"RM"
"28260","Caryophyllaceae","(Gray) S. Ikonnikov","Eremogone fendleri",38.3484,-106.1483,1999,3506,199,"RM"
"28261","Rosaceae","L.","Potentilla nivea",38.3484,-106.1483,1999,3506,199,"RM"
"28262","Crassulaceae","","Rhodiola integrifolia",38.3484,-106.1483,1999,3506,199,"RM"
"28263","Polemoniaceae","(Wherry) Cronq.","Phlox pulvinata",38.3484,-106.1483,1999,3506,199,"RM"
"28264","Asteraceae","Rydb.","Antennaria umbrinella",38.3484,-106.1483,1999,3506,199,"RM"
"28265","Boraginaceae","A.Nelson","Mertensia viridis",38.3484,-106.1483,1999,3506,199,"RM"
"28266","Saxifragaceae","(Wiegand) Piper ex G.N. Jones","Saxifraga bronchialis var. austromontana",38.3484,-106.1483,1999,3506,199,"RM"
"28267","Brassicaceae","R.A.Price","Draba streptobrachia",38.3484,-106.1483,1999,3506,199,"RM"
"28268","Asteraceae","(A. Gray) W.A. Weber & A. Löve","Packera werneriifolia",38.3484,-106.1483,1999,3506,199,"RM"
"28269","Asteraceae","(Gray) A. Nels.","Erigeron pinnatisectus",38.3484,-106.1483,1999,3506,199,"RM"
"28270","Saxifragaceae","Nutt. ex Torr. & A. Gray","Heuchera parvifolia",38.3484,-106.1483,1999,3506,199,"RM"
"28271","Cyperaceae","Holm","Carex chalciolepis",38.3484,-106.1483,1999,3506,199,"RM"
"28272","Rosaceae","B.A.Jurtzev","Potentilla subgorodkovii",38.3484,-106.1483,1999,3506,199,"RM"
"28273","Rosaceae","(Rydb.) C.L. Hitchc.","Geum rossii var. turbinatum",38.3484,-106.1483,1999,3506,199,"RM"
"28274","Apiaceae","Gray","Cymopterus alpinus",38.3484,-106.1483,1999,3506,199,"RM"
"28275","Cyperaceae","Mackenzie","Carex albonigra",38.3484,-106.1483,1999,3506,199,"RM"
"28276","Asteraceae","Pursh","Erigeron compositus",38.3484,-106.1483,1999,3506,199,"RM"
"28277","Poaceae","Vasey","Poa wheeleri",38.3484,-106.1483,1999,3506,199,"RM"
"28278","Grossulariaceae","McClatchie","Ribes montigenum",38.3484,-106.1483,1999,3506,199,"RM"
"28279","Poaceae","(Vasey) M.E. Jones","Elymus scribneri",38.3484,-106.1483,1999,3506,199,"RM"
"28280","Asteraceae","Gray","Erigeron leiomerus",38.3484,-106.1483,1999,3506,199,"RM"
"28281","Asteraceae","Pursh","Erigeron compositus",38.3484,-106.1483,1999,3506,199,"RM"
