"ID","Family.Name","scientificName"
"37284",42695,"Rosaceae","Sorbus scopulina var. scopulina"
"37285",42723,"Typhaceae","Sparganium angustifolium"
"37287",42723,"Sparganiaceae","Sparganium angustifolium"
"37295",42731,"Typhaceae","Sparganium natans"
"37296",42731,"Sparganiaceae","Sparganium natans"
"37299",42776,"Caryophyllaceae","Spergularia rubra"
"37301",3096,"Alsinaceae","Spergulastrum lanuginosum"
"37309",43134,"Acarosporaceae","Sporastatia testudinea"
"37310",43134,"Catillariaceae","Sporastatia testudinea"
"37313",43318,"Alsinaceae","Stellaria borealis"
"37314",43321,"Caryophyllaceae","Stellaria calycantha"
"37324",43321,"Alsinaceae","Stellaria calycantha"
"37329",43324,"Caryophyllaceae","Stellaria crassifolia"
"37331",43325,"Caryophyllaceae","Stellaria crassifolia var. crassifolia"
"37333",43335,"Caryophyllaceae","Stellaria irrigua"
"37336",43335,"Alsinaceae","Stellaria irrigua"
"37381",43342,"Caryophyllaceae","Stellaria laeta"
"37383",43337,"Caryophyllaceae","Stellaria longifolia"
"37385",43340,"Alsinaceae","Stellaria longipes"
"37386",43340,"Caryophyllaceae","Stellaria longipes"
"37439",43342,"Caryophyllaceae","Stellaria longipes ssp. longipes"
"37449",43342,"Caryophyllaceae","Stellaria longipes var. laeta"
"37450",43342,"Caryophyllaceae","Stellaria longipes var. longipes"
"37516",43359,"Caryophyllaceae","Stellaria umbellata"
"37517",43359,"Alsinaceae","Stellaria umbellata"
"37699",43445,"Asteraceae","Stenotus acaulis"
"37700",43499,"Stereocaulaceae","Stereocaulon glareosum"
"37701",43512,"Stereocaulaceae","Stereocaulon rivulorum"
"37703",579,"Poaceae","Stipa lettermanii"
"37704",43719,"Liliaceae","Streptopus amplexifolius"
"37705",43719,"Colchicaceae","Streptopus amplexifolius"
"37716",43721,"Liliaceae","Streptopus amplexifolius var. chalazatus"
"37717",43721,"Uvulariaceae","Streptopus fassettii"
"37718",43789,"Potamogetonaceae","Stuckenia filiformis"
"37721",43790,"Potamogetonaceae","Stuckenia filiformis ssp. alpina"
"37722",43793,"Potamogetonaceae","Stuckenia pectinatus"
"37723",43796,"Potamogetonaceae","Stuckenia vaginata"
"37724",43897,"Saxifragaceae","Sullivantia hapemanii var. purpusii"
"37726",43897,"Saxifragaceae","Sullivantia purpusii"
"37728",43907,"Gentianaceae","Swertia perennis"
"37863",19456,"Gentianaceae","Swertia radiata"
"37864",43931,"Caprifoliaceae","Symphoricarpos oreophilus var. oreophilus"
"37865",43932,"Caprifoliaceae","Symphoricarpos oreophilus var. utahensis"
"37866",43934,"Caprifoliaceae","Symphoricarpos rotundifolius"
"37871",43942,"Asteraceae","Symphyotrichum ascendens"
"37872",43972,"Asteraceae","Symphyotrichum eatonii"
"37873",43983,"Asteraceae","Symphyotrichum fendleri"
"37874",43985,"Asteraceae","Symphyotrichum foliaceum"
"37880",43986,"Asteraceae","Symphyotrichum foliaceum var. apricum"
"37911",43987,"Asteraceae","Symphyotrichum foliaceum var. canbyi"
"37912",43989,"Asteraceae","Symphyotrichum foliaceum var. parryi"
"37917",44067,"Asteraceae","Symphyotrichum spathulatum"
"37918",44069,"Asteraceae","Symphyotrichum spathulatum var. spathulatum"
"37921",44285,"Asteraceae","Taraxacum ceratophorum"
"37951",44281,"Asteraceae","Taraxacum eriophorum"
"37959",44282,"Asteraceae","Taraxacum erythrospermum"
"37968",44282,"Asteraceae","Taraxacum laevigatum"
"37969",44283,"Asteraceae","Taraxacum lyratum"
"37978",44284,"Asteraceae","Taraxacum officinale"
"38054",44285,"Asteraceae","Taraxacum officinale ssp. ceratophorum"
"38062",44285,"Asteraceae","Taraxacum ovinum"
"38089",44283,"Asteraceae","Taraxacum scopulorum"
"38111",44360,"Saxifragaceae","Telesonix jamesii"
"38119",44473,"Asteraceae","Tetradymia stenolepis"
"38120",44524,"Asteraceae","Tetraneuris acaulis"
"38166",44525,"Asteraceae","Tetraneuris acaulis var. acaulis"
"38169",44527,"Asteraceae","Tetraneuris acaulis var. caespitosa"
"38222",44531,"Asteraceae","Tetraneuris brandegeei"
"38224",44527,"Asteraceae","Tetraneuris brevifolia"
"38227",44532,"Asteraceae","Tetraneuris grandiflora"
"38266",44609,"Ranunculaceae","Thalictrum alpinum"
"38267",44609,"Thalictraceae","Thalictrum alpinum"
"38337",44618,"Ranunculaceae","Thalictrum fendleri"
"38340",44618,"Thalictraceae","Thalictrum fendleri"
"38365",44619,"Ranunculaceae","Thalictrum fendleri var. fendleri"
"38372",44638,"Ranunculaceae","Thalictrum venulosum"
"38377",44645,"Uncertain lichen family","Thamnolia subuliformis"
"38383",44687,"Asteraceae","Thelesperma megapotamicum"
"38384",44924,"Fabaceae","Thermopsis montana"
"38387",44917,"Fabaceae","Thermopsis montana var. divaricarpa"
"38392",44926,"Fabaceae","Thermopsis montana var. montana"
"38397",44927,"Fabaceae","Thermopsis rhombifolia"
"38398",44917,"Fabaceae","Thermopsis rhombifolia var. divaricarpa"
"38399",44952,"Brassicaceae","Thlaspi arvense"
"38401",30635,"Brassicaceae","Thlaspi montanum"
"38411",30635,"Brassicaceae","Thlaspi montanum var. montanum"
"38412",44964,"Thrombiaceae","Thrombium epigaeum"
"38413",38456,"Crassulaceae","Tolmachevia integrifolia"
"38414",45169,"Asteraceae","Tonestus lyallii"
"38427",45172,"Asteraceae","Tonestus pygmaeus"
"38633",45236,"Poaceae","Torreyochloa pallida"
"38634",45239,"Poaceae","Torreyochloa pallida var. pauciflora"
"38641",45302,"Asteraceae","Townsendia eximia"
"38643",45303,"Asteraceae","Townsendia exscapa"
"38644",45304,"Asteraceae","Townsendia fendleri"
"38645",45308,"Asteraceae","Townsendia grandiflora"
"38646",45311,"Asteraceae","Townsendia incana"
"38647",45315,"Asteraceae","Townsendia leptotes"
"38662",45320,"Asteraceae","Townsendia rothrockii"
"38703",45412,"Euphorbiaceae","Tragia ramosa"
"38704",45428,"Asteraceae","Tragopogon porrifolius"
"38705",45453,"Ranunculaceae","Trautvetteria caroliniensis"
"38710",45455,"Ranunculaceae","Trautvetteria caroliniensis var. occidentalis"
"38715",45601,"Cyperaceae","Trichophorum pumilum"
"38721",45704,"Fabaceae","Trifolium attenuatum"
"38819",45720,"Fabaceae","Trifolium brandegeei"
"38851",45739,"Fabaceae","Trifolium dasyphyllum"
"39063",45741,"Fabaceae","Trifolium dasyphyllum ssp. dasyphyllum"
"39067",45785,"Fabaceae","Trifolium hybridum"
"39071",45791,"Fabaceae","Trifolium kingii ssp. kingii"
"39072",45799,"Fabaceae","Trifolium longipes"
"39074",45809,"Fabaceae","Trifolium longipes var. reflexum"
"39084",45808,"Fabaceae","Trifolium longipes var. rusbyi"
"39085",45837,"Fabaceae","Trifolium nanum"
"39263",45852,"Fabaceae","Trifolium parryi"
"39314",45854,"Fabaceae","Trifolium parryi ssp. parryi"
"39345",45855,"Fabaceae","Trifolium parryi ssp. salictorum"
"39346",45866,"Fabaceae","Trifolium pratense"
"39349",45871,"Fabaceae","Trifolium repens"
"39366",45855,"Fabaceae","Trifolium salictorum"
"39372",45917,"Juncaginaceae","Triglochin maritima"
"39374",45918,"Juncaginaceae","Triglochin palustris"
"39375",17032,"Asteraceae","Trimorpha elongata"
"39378",17181,"Asteraceae","Trimorpha lonchophylla"
"39380",46030,"Asteraceae","Tripleurospermum inodorum"
"39381",46074,"Poaceae","Trisetum montanum"
"39390",46074,"Poaceae","Trisetum spicatum"
"39737",46074,"Poaceae","Trisetum spicatum ssp. congdonii"
"39744",46074,"Poaceae","Trisetum spicatum ssp. majus"
"39745",46075,"Poaceae","Trisetum wolfii"
"39762",46138,"Jungermanniaceae","Tritomaria exsecta"
"39763",46143,"Jungermanniaceae","Tritomaria polita"
"39764",46168,"Ranunculaceae","Trollius albiflorus"
"39793",46168,"Helleboraceae","Trollius albiflorus"
"39827",46167,"Ranunculaceae","Trollius laxus"
"39830",46168,"Ranunculaceae","Trollius laxus ssp. albiflorus"
"39846",46168,"Ranunculaceae","Trollius laxus var. albiflorus"
"39847",29459,"Alsinaceae","Tryphane rubella"
"39850",29459,"Caryophyllaceae","Tryphane rubella"
"39866",46317,"Umbilicariaceae","Umbilicaria decussata"
"39867",46324,"Umbilicariaceae","Umbilicaria krascheninnikovii"
"39868",46339,"Umbilicariaceae","Umbilicaria virginis"
"39872",46397,"Urticaceae","Urtica dioica ssp. gracilis"
"39876",46398,"Urticaceae","Urtica dioica var. occidentalis"
"39879",46397,"Urticaceae","Urtica dioica var. procera"
"39884",46508,"Lentibulariaceae","Utricularia intermedia"
"39885",46542,"Ericaceae","Vaccinium caespitosum"
"39896",46542,"Ericaceae","Vaccinium caespitosum var. caespitosum"
"39902",46542,"Ericaceae","Vaccinium cespitosum"
"39959",46563,"Ericaceae","Vaccinium myrtillus"
"39990",46563,"Ericaceae","Vaccinium myrtillus ssp. oreophilum"
"39991",46563,"Ericaceae","Vaccinium myrtillus var. oreophilum"
"40072",46571,"Ericaceae","Vaccinium scoparium"
"40133",46580,"Poaceae","Vahlodea atropurpurea"
"40144",46584,"Valerianaceae","Valeriana acutiloba"
"40145",46584,"Caprifoliaceae","Valeriana acutiloba"
"40169",46585,"Valerianaceae","Valeriana acutiloba var. acutiloba"
"40172",46585,"Caprifoliaceae","Valeriana acutiloba var. acutiloba"
"40221",46586,"Caprifoliaceae","Valeriana acutiloba var. pubicarpa"
"40226",46586,"Valerianaceae","Valeriana acutiloba var. pubicarpa"
"40231",46589,"Valerianaceae","Valeriana capitata"
"40242",46585,"Valerianaceae","Valeriana capitata ssp. acutiloba"
"40248",46593,"Valerianaceae","Valeriana edulis"
"40254",46593,"Caprifoliaceae","Valeriana edulis"
"40262",46595,"Caprifoliaceae","Valeriana edulis var. edulis"
"40267",46595,"Valerianaceae","Valeriana edulis var. edulis"
"40331",46596,"Caprifoliaceae","Valeriana occidentalis"
"40335",46596,"Valerianaceae","Valeriana occidentalis"
"40368",46683,"Melanthiaceae","Veratrum californicum"
"40390",46683,"Liliaceae","Veratrum californicum"
"40398",46684,"Melanthiaceae","Veratrum californicum var. californicum"
"40399",46683,"Liliaceae","Veratrum tenuipetalum"
"40401",46683,"Melanthiaceae","Veratrum tenuipetalum"
"40406",20393,"Verbenaceae","Verbena ciliata"
"40407",46859,"Plantaginaceae","Veronica americana"
"40411",46859,"Scrophulariaceae","Veronica americana"
"40412",46861,"Plantaginaceae","Veronica arvensis"
"40413",46902,"Scrophulariaceae","Veronica nutans"
"40414",46902,"Plantaginaceae","Veronica nutans"
"40430",46883,"Plantaginaceae","Veronica peregrina"
"40431",46891,"Scrophulariaceae","Veronica serpyllifolia"
"40434",46892,"Scrophulariaceae","Veronica serpyllifolia ssp. humifusa"
"40435",46892,"Plantaginaceae","Veronica serpyllifolia var. humifusa"
"40452",46900,"Plantaginaceae","Veronica wormskjoldii"
"40456",46900,"Scrophulariaceae","Veronica wormskjoldii"
"40643",46902,"Plantaginaceae","Veronica wormskjoldii var. wormskjoldii"
"40645",46893,"Scrophulariaceae","Veronicastrum serpyllifolium"
"40646",47042,"Fabaceae","Vicia americana"
"40650",47043,"Fabaceae","Vicia americana ssp. americana"
"40651",47045,"Fabaceae","Vicia americana ssp. minor"
"40652",47043,"Fabaceae","Vicia americana var. americana"
"40668",47045,"Fabaceae","Vicia americana var. minor"
"40669",21579,"Asteraceae","Viguiera multiflora"
"40670",47197,"Violaceae","Viola adunca"
"40749",47198,"Violaceae","Viola adunca var. adunca"
"40756",47198,"Violaceae","Viola bellidifolia"
"40757",47211,"Violaceae","Viola biflora"
"40764",47223,"Violaceae","Viola canadensis"
"40774",47272,"Violaceae","Viola labradorica"
"40850",47286,"Violaceae","Viola macloskeyi"
"40851",47288,"Violaceae","Viola macloskeyi var. pallens"
"40855",47299,"Violaceae","Viola nephrophylla"
"40860",47302,"Violaceae","Viola nuttallii"
"40874",47308,"Violaceae","Viola palustris"
"40882",47322,"Violaceae","Viola praemorsa"
"40885",47372,"Violaceae","Viola praemorsa ssp. major"
"40887",47343,"Violaceae","Viola renifolia"
"40888",47343,"Violaceae","Viola renifolia var. brainerdii"
"40890",47372,"Violaceae","Viola vallicola var. major"
"40891",47638,"Woodsiaceae","Woodsia mexicana"
"40892",47643,"Woodsiaceae","Woodsia oregana"
"40893",47644,"Dryopteridaceae","Woodsia oregana ssp. cathcartiana"
"40895",47644,"Dryopteridaceae","Woodsia oregana var. cathcartiana"
"40901",47648,"Woodsiaceae","Woodsia scopulina"
"40903",47649,"Dryopteridaceae","Woodsia scopulina ssp. laurentiana"
"40904",47650,"Dryopteridaceae","Woodsia scopulina ssp. scopulina"
"40905",27900,"Asteraceae","Xanthisma coloradoense"
"40911",47994,"Melanthiaceae","Zigadenus elegans"
"40934",47994,"Liliaceae","Zigadenus elegans"
"41048",47995,"Liliaceae","Zigadenus elegans ssp. elegans"
"41079",48009,"Melanthiaceae","Zigadenus venenosus var. gramineus"
"41080",48011,"Liliaceae","Zigadenus virescens"
